,ID,project_id,project_title,created_at,checked_out_at,project_url,vote_finished,session_duration,project_name,description,category,cost,district,votes,title_length,description_length,agg_district_code,agg_quartiers,src_district_code,approved,approved_binary,cost_range
4281,3930,142,Voie verte pour aller à Pech David,2022-10-24 09:39:31.995,2022-10-24 09:44:24.615,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:04:52.620000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4282,4183,142,Voie verte pour aller à Pech David,2022-10-25 13:54:12.207,2022-10-25 14:05:53.324,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:11:41.117000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4283,4184,142,Voie verte pour aller à Pech David,2022-10-25 13:55:05.571,2022-10-25 13:58:19.342,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:03:13.771000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4284,4272,142,Voie verte pour aller à Pech David,2022-10-25 20:54:05.055,2022-10-25 20:55:48.655,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:01:43.600000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4285,4296,142,Voie verte pour aller à Pech David,2022-10-26 06:15:31.094,2022-10-26 06:18:17.991,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:02:46.897000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4286,4302,142,Voie verte pour aller à Pech David,2022-10-26 07:28:02.069,2022-10-26 07:33:11.049,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:05:08.980000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4287,4320,142,Voie verte pour aller à Pech David,2022-10-26 08:25:44.483,2022-10-26 08:26:07.814,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:00:23.331000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4288,4351,142,Voie verte pour aller à Pech David,2022-10-26 12:03:59.922,2022-10-26 12:05:26.327,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:01:26.405000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4289,4396,142,Voie verte pour aller à Pech David,2022-10-26 14:56:10.681,2022-10-26 14:56:55.116,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:00:44.435000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4290,4423,142,Voie verte pour aller à Pech David,2022-10-26 17:13:14.086,2022-10-26 17:15:08.441,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:01:54.355000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4291,4505,142,Voie verte pour aller à Pech David,2022-10-27 08:53:48.657,2022-10-27 08:55:05.772,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:01:17.115000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4292,4582,142,Voie verte pour aller à Pech David,2022-10-27 14:33:02.113,2022-10-27 14:33:30.831,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:00:28.718000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4293,4616,142,Voie verte pour aller à Pech David,2022-10-27 19:21:00.893,2022-10-27 19:21:35.259,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:00:34.366000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4294,4810,142,Voie verte pour aller à Pech David,2022-10-29 13:52:15.361,2022-10-29 13:54:37.717,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:02:22.356000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4295,4863,142,Voie verte pour aller à Pech David,2022-10-29 19:29:13.817,2022-10-29 19:46:40.063,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:17:26.246000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4296,5013,142,Voie verte pour aller à Pech David,2022-10-30 18:46:28.468,2022-10-30 18:47:36.336,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:01:07.868000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4297,5064,142,Voie verte pour aller à Pech David,2022-10-31 06:48:08.111,2022-10-31 06:50:08.917,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:02:00.806000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4298,5174,142,Voie verte pour aller à Pech David,2022-10-31 18:28:07.718,2022-10-31 18:40:25.609,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:12:17.891000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4299,5204,142,Voie verte pour aller à Pech David,2022-10-31 20:36:42.434,2022-10-31 20:40:49.991,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:04:07.557000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4300,5218,142,Voie verte pour aller à Pech David,2022-10-31 21:47:38.851,2022-10-31 21:57:04.761,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/142,True,0 days 00:09:25.910000,Voie verte pour aller à Pech David,"Le chemin des Oliviers dessert la zone verte de Pech David. Ce chemin à caractère rural est agréable mais malheureusement l'objet de dépôts sauvage et autre rodéos en quads. Ce n'est pas un axe primordiale de desserte car les habitations ne sont qu'en bas et accessible par le chemin de la Salade Ponsan. Il pourrait être transformé en voie verte avec début/fin au niveau des portiques de limitation de hauteur avec interdiction aux véhicules motorisés.Modalités de réalisation - Avis technique :Aménagement d’un chemin piéton sur le Chemin des Oliviers, mettant en valeur l’accès au cadre naturel et privilégié de la zone verte de Pech-David en privilégiant les modes de déplacements doux.  Si le projet est lauréat, cela permettrait de mettre en place un cheminement à caractère “tactique” ou “provisoire”, avant sa pérennisation.",Éco-mobilité,200000.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,93,34,832,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,150k-200k
4301,58,141,Pièges à moustiques tigres,2022-10-03 12:53:05.497,2022-10-03 13:07:51.955,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/141,True,0 days 00:14:46.458000,Pièges à moustiques tigres,"Les moustiques tigres nous gâchent la vie en nous empêchant de profiter des jardins aux beaux jours. Or il existe des pièges anti-moustiques efficaces et sans danger pour l'environnement. Pour que cela soit efficace, il faut les utiliser à grande échelle, sur tout un quartier par exemple. Cela a été fait avec succès dans des villes du sud-est. Je propose donc de mettre en place ce type de piège dans le quartier.Modalités de réalisation - Avis technique :Installation de 40 pièges pondoirs anti-moustiques dans le quartier Rangueil, Pech-David, Sauzelong, Pouvourville aux abords des équipements publics (écoles, crèches, parcs publics, etc.).",Nature en ville,1200.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,91,26,646,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,0-50k
4302,110,141,Pièges à moustiques tigres,2022-10-03 15:02:37.576,2022-10-03 15:09:28.113,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/141,True,0 days 00:06:50.537000,Pièges à moustiques tigres,"Les moustiques tigres nous gâchent la vie en nous empêchant de profiter des jardins aux beaux jours. Or il existe des pièges anti-moustiques efficaces et sans danger pour l'environnement. Pour que cela soit efficace, il faut les utiliser à grande échelle, sur tout un quartier par exemple. Cela a été fait avec succès dans des villes du sud-est. Je propose donc de mettre en place ce type de piège dans le quartier.Modalités de réalisation - Avis technique :Installation de 40 pièges pondoirs anti-moustiques dans le quartier Rangueil, Pech-David, Sauzelong, Pouvourville aux abords des équipements publics (écoles, crèches, parcs publics, etc.).",Nature en ville,1200.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,91,26,646,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,0-50k
4303,122,141,Pièges à moustiques tigres,2022-10-03 16:14:40.545,2022-10-03 16:15:57.939,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/141,True,0 days 00:01:17.394000,Pièges à moustiques tigres,"Les moustiques tigres nous gâchent la vie en nous empêchant de profiter des jardins aux beaux jours. Or il existe des pièges anti-moustiques efficaces et sans danger pour l'environnement. Pour que cela soit efficace, il faut les utiliser à grande échelle, sur tout un quartier par exemple. Cela a été fait avec succès dans des villes du sud-est. Je propose donc de mettre en place ce type de piège dans le quartier.Modalités de réalisation - Avis technique :Installation de 40 pièges pondoirs anti-moustiques dans le quartier Rangueil, Pech-David, Sauzelong, Pouvourville aux abords des équipements publics (écoles, crèches, parcs publics, etc.).",Nature en ville,1200.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,91,26,646,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,0-50k
4304,137,141,Pièges à moustiques tigres,2022-10-03 18:08:58.236,2022-10-03 18:12:02.215,https://jeparticipe.metropole.toulouse.fr/processes/mes-idees-pour-mon-quartier/f/472/budgets/3/projects/141,True,0 days 00:03:03.979000,Pièges à moustiques tigres,"Les moustiques tigres nous gâchent la vie en nous empêchant de profiter des jardins aux beaux jours. Or il existe des pièges anti-moustiques efficaces et sans danger pour l'environnement. Pour que cela soit efficace, il faut les utiliser à grande échelle, sur tout un quartier par exemple. Cela a été fait avec succès dans des villes du sud-est. Je propose donc de mettre en place ce type de piège dans le quartier.Modalités de réalisation - Avis technique :Installation de 40 pièges pondoirs anti-moustiques dans le quartier Rangueil, Pech-David, Sauzelong, Pouvourville aux abords des équipements publics (écoles, crèches, parcs publics, etc.).",Nature en ville,1200.0,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,91,26,646,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,True,1,0-50k
