,project_id,project_name,description,category,cost,district,votes,title_length,description_length,agg_district_code,agg_quartiers,src_district_code,approved,approved_binary
10,149,Un jardin en mouvement le long de la voie ferrée et le rectorat,"Pour accroitre la connaissance des citadins dans le fonctionnement des écosystèmes urbains, des plantes, des insectes... pourrait-on investir dans de nouvelles plantations la bande verte le long du rectorat et de la voie SNCF ? Les nouvelles plantations seraient composée : - de plantes annuelles/bianuelles semées (bleuet, centaurée, vesces, lotus, viperine, hypericum, knautia, chicorée, senecon, - des arbustes plantés : sureau, arbousier, figuier, chevrefeuilles... - des arbres plantés, semés, bouturés... - des installations artistique : pièges à graines, tresse de branches, rondins en décompositionPour que cet espace n'apparaissent pas abandonnée l'entretien des services techniques resterait similaire en temps passé mais orienté vers une recherche de diversité d'habitats, de gîtes et couverts. Une expérience animée par des relevés floristiques et faunistiques par les agents de la ville. Cet espace pourrait également accueillir les plantations des écoliers du quartier. Cette bande fait 250x13m de large, une belle opportunité !Modalités de réalisation - Avis technique :Création d’un jardin en mouvement sur l’impasse de la Charbonnière, sur la bande végétale longeant la foie ferrée. Le concept de jardin en mouvement s’inspire du principe de la friche, où les moyens d’entretiens sont tenus au strict minimum. L’objectif est de laisser les végétaux évoluer par eux-mêmes, en faveur de la biodiversité urbaine. Le site en question pourrait accueillir une vingtaine d’arbres supplémentaires (dont des arbres fruitiers), des arbustes (à fleurs et petits fruits), ainsi qu’une prairie fleurie naturelle de 1 000 m². Des actions en faveur de la biodiversité et pédagogiques pourraient également y être menées (fauches tardives, tas de bois pour créer des refuges à insectes, plantations participatives avec les écoles du quartier …).",Nature en ville,11000,5 - Saint-Michel / Saint-Agne / Empalot / Le Busca / Ile du Ramier / Monplaisir,50,63,1845,5,Saint-Michel / Saint-Agne / Empalot / Le Busca / Ile du Ramier / Monplaisir,5.3,True,1
11,129,Zone de Street Workout - Parc de la boisseraie,"Pour favoriser la pratique sportive et l'entretien physique des habitants, il serait intéressant d'installer une zone de street workout (barres de tractions, échelles horizontales, barres parallèles, espaliers, barres de pompes ...) dans le parc de la boisseraie.Modalités de réalisation - Avis technique : Installation de mobilier sportif dans le parc de la Boisseraie.",Cadre de vie,20000,12 - Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère,31,46,370,12,Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère,5.1,False,0
12,77,Faire de la Place Amat Massot ... une place ECO-CITOYENNE conviviale !,"Transformer la place Amat Massot en un carré de verdure, ramener de la biodiversité végétale et animale, en (re)faire un lieu de vie et de rencontre pour les habitants du quartier, tels sont les objectifs de notre projet ! Aujourd’hui, la place Amat Massot manque d’entretien. Elle est principalement source de stationnement sauvage, le sol et le mobilier (quelques bancs) sont vétustes, et elle est régulièrement envahie de déchets et de déjections canines, ce qui rend cet espace peu agréable, sous utilisé et squatté. Or, de par son emplacement (à proximité collège, lycée, clinique, EHPAD, future ligne de métro) et aux arbres déjà plantés, elle présente un fort potentiel et ne demande qu’à être valorisée !Notre proposition:1. Réhabiliter la place
Réhabiliter les sols en stabilisé (non goudronné, non gazonné)
Remplacer et compléter le mobilier
Mettre en place un distributeur de sacs à déjections canines (des poubelles sont déjà à disposition)
Délimiter la place et lutter contre le stationnement sauvage par la pose de bacs et de poteaux végétalisés
Intégrer des racks à vélos
2. Ramener de la biodiversité végétale et animale
Créer des massifs en mixant les essences et les variétés des plantations pour assurer la biodiversité
Installer des maisons à oiseaux, notamment pour les mésanges, ce qui permettra de lutter contre les moustiques
Intégrer un hôtel à insectes qui serait construit lors d’un atelier mené par le Collectif (projet déjà mené par des membres du collectif dans une école du quartier)
Mettre en place une habitation pour les hérissons, très présents dans le quartier
3. Recréer un lieu de vie et de rencontre intergénérationnelle
Intégrer quelques carrés potagers que le Collectif s’engage à maintenir au travers d’atelier jardinage
Placer une boite à lire
Prévoir une table d’échec
Si la mairie l’autorise et confirme la faisabilité, proposition de customiser des bancs avec de la mosaïque sur le thème de la nature
Nous nous tenons à votre disposition pour vous présenter plus en détail le projet, et notamment partager avec vous une ébauche de maquette !Modalités de réalisation - Avis technique :Une étude peut être réalisée par les services municipaux et métropolitains compétents pour transformer cet espace en un square de proximité en créant des espaces de rencontres entre voisins et en affirmant son caractère végétal. Une concertation serait alors lancée avec le porteur de l'idée, les associations de quartier et les habitants du quartier concernés.",Nature en ville,200000,8 - Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisins / Fondeyre,145,70,2491,8,Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisins / Fondeyre,3.1,True,1
13,82,Prévoir des pistes cyclables sécurisées pour relier le quartier des Sept-Deniers à Ginestous,"Actuellement pour faire la jonction il n'y a rien, si ce n'est que de passer sur la route qui est très empruntée par de nombreuses voitures, poids lourds. Les jeunes qui vont grimper à la salle de Sport Block'out doivent passer par deux ronds points appelés Lublin-Lebrère puis Degon. C'est très dangereux! Un rond-point par définition est très dangereux pour un cycliste!Modalités de réalisation - Avis technique :La mise en place du maillage devra se faire par étape pour ne pas dépasser dans le long terme les 200 000 euros. Quelques sections pourront être réalisées dans le cadre de ""Mes idées pour mon Quartier"".",Éco-mobilité,200000,7 - Sept Deniers / Ginestous-Sesquières / Lalande,36,92,617,7,Sept Deniers / Ginestous-Sesquières / Lalande,3.2,True,1
14,45,Libérer les pieds des arbres avenue de Muret et route d'Espagne,"Sur la section de l'avenue de Muret entre la place de la Croix de Pierre et le Rond point du 21 septembre. - délimiter partout où c'est possible des espaces à végétaliser autour des arbres (2mx2m par exemple) en retirant le goudron et créant des zones délimitées par des petits marquages en bois (+/- 20 cm de haut). Proposition de graines par les services de la Mairie et liberté aux riverains de planter des plantes d'ornement ou autres. Sur la section route d'Espagne entre le rond point du 21 septembre et la rocade: - supprimer la couverture goudronnée entre les arbres du terre-plein central.Modalités de réalisation - Avis technique :Végétalisation des terre-pleins centraux les plus larges sur la route d’Espagne afin de réduire les zones bétonnées sur cet axe et lutter contre les îlots de chaleur. Cependant, de nombreuses contraintes ne permettent qu’un aménagement modéré (présence de réseaux, présence de platanes avec racines et risque de propagation du chancre coloré, capacité d’entretien réduite). Concernant la végétalisation de l’avenue de Muret, cette piste a été étudiée dans la proposition 1450 : ""Végétaliser Croix de Pierre""",Nature en ville,192000,15 - Croix de Pierre / Route d'Espagne,29,63,1148,15,Croix de Pierre / Route d'Espagne,2.2,False,0
15,181,Aménagement voie accès Ecole maternelle Victor Hugo,"Localisation: le passage entre rue Georges Rouault et imp. François Foulquier. Cette voie est impraticable dès qu’il pleut ce qui rend l’accès à l’école maternelle Victor Hugo, espaces petite enfance et plus loins l’école élémentaire Victor Hugo compliqué pour les enfants et les parents. Souvent inondé l’eau stagne dans cette zone jusqu’à évaporation.Modalités de réalisation - Avis technique :La reprise du cheminement existant est possible, avec la réalisation préalable d’un relevé topographique pour résoudre les problèmes d’altimétrie engendrant des flaques d’eau.Le projet consiste à mettre en place un revêtement pérenne type enrobé ou béton.",Cadre de vie,30000,17 - Mirail-Université / Reynerie / Bellefontaine,2,51,651,17,Mirail-Université / Reynerie / Bellefontaine,6.3,False,0
16,95,Végétalisation des murs extérieurs de l'école du Grand Selve,"Les murs de cette école neuve sont en béton brut d'aspect très austère, genre enceinte d'une prison, et ils emmagasinent la chaleur. Une misérable plate bande de végétation basse (déjà envahie par les mauvaises herbes ), les sépare de la voie publique. Nous proposons d'habiller ces murs de plantes grimpantes adaptées en fonction de l'exposition et, la où ce n'est pas possible, (au droit des ouvertures) de réaliser des plantations de 4ème grandeur (5 m maxi) cela permettra aussi de prévenir les tags et autres graffitis ... Prévoir aussi des gites pour les oiseaux cavernicoles et les chauve-souris Cet aménagement concerne en particulier l'allée de grand selve, la rue Simone Henry et la rue Flora TristanModalités de réalisation - Avis technique :L'idée est réalisable avec des adaptations. Il s'agirait de planter des sujets de plus grandes tailles au droit du mur de l'école mais pas de plantes grimpantes qui nécessitent un entretien trop important, et donc une augmentation des coûts de fonctionnement.",Nature en ville,30000,9 - Trois Cocus / Borderouge / Croix-Daurade / Paléficat / Grand Selve,10,60,1012,9,Trois Cocus / Borderouge / Croix-Daurade / Paléficat / Grand Selve,3.3,False,0
17,43,Piste cyclable à double sens route d'Espagne,"Une petite portion de la route d'Espagne (devant le château de Gounon) est empruntée dans les deux sens par les cyclistes qui doivent passer sur le trottoir avant de rejoindre la contre-allée. Il est possible d'installer une piste cyclable au niveau de la pelouse, derrière l'arrêt de bus Barrière de Muret, pour éviter que les autres usagers soient gênés.Modalités de réalisation - Avis technique :Création d'une piste cyclable bidirectionnelle derrière l’arrêt de bus et deux traversées sur la route d’Espagne afin que les cyclistes puissent rejoindre les aménagements cyclables existants, et notamment en provenance de la rue Barbusse.",Éco-mobilité,60000,15 - Croix de Pierre / Route d'Espagne,52,44,638,15,Croix de Pierre / Route d'Espagne,2.2,True,1
18,137, Installation d’un parcours de santé au quartier Montaudran vers la Halle de la Machine,"Envie de garder la forme ou se remettre au sport ? il nous manque que ça dans notre quartier 😊 Pour garder la forme, il n’est pas forcément nécessaire de dépenser de l’argent ! je propose à la maire d’installer un parcours de sante dans ce quartier qui commence à se développer et à bouger :D Pratiquer une activité physique et sportive gratuitement, librement, simplement et selon votre niveau ; le parcours de santé est un accès libre-service dont on pourra aller dès qu’on a petit créneau dans notre vie quotidienne et notre routine cela permettra de se dépenser en plein air sans alléger son porte-monnaie.Modalités de réalisation - Avis technique : En complément de la végétalisation de la Piste des Géants, il est proposé l'aménagement d'espaces de jeux, de détente et de sport. Si l'idée est lauréate du vote, le choix de ces aménagements fera l'objet d'une concertation entre les habitants du quartier Montaudran et les services de la collectivité.",Cadre de vie,150000,12 - Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère,76,87,956,12,Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère,5.1,False,0
19,97,Création d'un terrain de cécifoot (foot pour non-voyants à Borderouge),"Il serait bien de créer un terrain de cécifoot dans cette belle ville rose qui n'en compte pas pour le moment. Cela permettrait aux personnes aveugles aimant le foot de pouvoir pratiquer leur sport favoris dans des conditions de sécurités optimales et en toute autonomie. L'initiative serait très intéressante parce que ça serait l'un des seuls terrains de cécifoot en France.Modalités de réalisation - Avis technique :Un terrain de cécifoot peut être assimilé a un city stade. Coût estimé de 120 000 à 150 000 euros. Il peut être équipé de parois gonflables pour éviter tout risque de blessure. Si le projet est retenu lors du vote, une concertation serait alors organisée avec le porteur de projet et les habitants du quartier pour sélectionner un site d'implantation.",Cadre de vie,150000,9 - Trois Cocus / Borderouge / Croix-Daurade / Paléficat / Grand Selve,16,70,770,9,Trois Cocus / Borderouge / Croix-Daurade / Paléficat / Grand Selve,3.3,False,0
20,107,Piste cyclabe chemin Lapujade partie manquante,Il serait plus sécurisant (notamment avec les travaux sur le faubourg Bonnefoy et la deviation des véhicules) de créer une piste cyclabe sur la partie manquante du chemin Lapujade. C'est à dire de la rue Paul Pujos jusqu'au rond point d'Afrique. Le chemin Lapujade (de l'Intermarché jusqu'au chemin de Lanusse) mérite d'etre refaire suite aux différents travaux qu'il y a eu.Modalités de réalisation - Avis technique :La création d'une piste cyclable n'est pas envisageable sur le chemin Lapujade puisqu'il faudrait mettre le chemin à sens unique ce qui n'est pas envisageable avant la fin des travaux du métro (2028). Il est donc proposé de réaliser un aménagement tactique à savoir une Chaussée à Voie Centrale Banalisée qui permettra de sécuriser les cyclistes empruntant le chemin dans l'attente de la réalisation d'un aménagement pérenne.,Éco-mobilité,40000,4 - Lapujade / Bonnefoy / Périole / Marengo / La Colonne,30,46,843,4,Lapujade / Bonnefoy / Périole / Marengo / La Colonne,4.1,True,1
21,99,L'ornemental fruitier,"Cette idée a été transmise via un formulaire papier par molac26. Au lieu de planter des arbres ornementaux, plantons des arbres fruitiers à récolter par les écoliers pour les cantines scolaires et des associations volontaires. Avantages : fruit bio pour les cantines / découverte des fruits par les enfants / Baisse du coût des cantines / Alimentation locale Inconvénients : planter des arbres fruitiersModalités de réalisation - Avis technique :Idée réalisable au sein du complexe sportif du stade Cazal avec une trentaine d'arbres fruitiers.Cet espace est en accès libre et pourra être utilisé par les gens du quartier sous réserve du respect des arbres.",Nature en ville,1500,9 - Trois Cocus / Borderouge / Croix-Daurade / Paléficat / Grand Selve,29,21,656,9,Trois Cocus / Borderouge / Croix-Daurade / Paléficat / Grand Selve,3.3,True,1
22,170,Sécuriser le passage du pont de la Cépière pour les cyclistes,"Dans le prolongement de l’aménagement de voies bus+vélo route de Saint Simon des Arènes à la Cépière, créer une voie vélo sécurisée pour traverser le pont et rejoindre le rond point de la Cépière puis le lycée Polyvalent Rive Gauche.Modalités de réalisation - avis technique :Cette demande sera intégrée au projet d’aménagement de l’avenue de Bazerque, prévue du rond-point St Sauveur au rond-point de la Cépière, et sera étendu jusqu’au franchissement du périphérique.",Éco-mobilité,200000,18 - Lardenne / Pradettes / Basso-Cambo,64,61,469,18,Lardenne / Pradettes / Basso-Cambo,6.2,False,0
