project_id;project_name;description;category;cost;district;votes
43;Piste cyclable à double sens route d'Espagne;Une petite portion de la route d'Espagne (devant le château de Gounon) est empruntée dans les deux sens par les cyclistes qui doivent passer sur le trottoir avant de rejoindre la contre-allée. Il est possible d'installer une piste cyclable au niveau de la pelouse, derrière l'arrêt de bus Barrière de Muret, pour éviter que les autres usagers soient gênés.Modalités de réalisation - Avis technique :Création d'une piste cyclable bidirectionnelle derrière l’arrêt de bus et deux traversées sur la route d’Espagne afin que les cyclistes puissent rejoindre les aménagements cyclables existants, et notamment en provenance de la rue Barbusse.;Éco-mobilité;60000.0;15 - Croix de Pierre / Route d'Espagne;52
137; Installation d’un parcours de santé au quartier Montaudran vers la Halle de la Machine;"Envie de garder la forme ou se remettre au sport ? il nous manque que ça dans notre quartier 😊 Pour garder la forme, il n’est pas forcément nécessaire de dépenser de l’argent ! je propose à la maire d’installer un parcours de sante dans ce quartier qui commence à se développer et à bouger :D Pratiquer une activité physique et sportive gratuitement, librement, simplement et selon votre niveau ; le parcours de santé est un accès libre-service dont on pourra aller dès qu’on a petit créneau dans notre vie quotidienne et notre routine cela permettra de se dépenser en plein air sans alléger son porte-monnaie.Modalités de réalisation - Avis technique : En complément de la végétalisation de la Piste des Géants, il est proposé l'aménagement d'espaces de jeux, de détente et de sport. Si l'idée est lauréate du vote, le choix de ces aménagements fera l'objet d'une concertation entre les habitants du quartier Montaudran et les services de la collectivité.";Cadre de vie;150000.0;12 - Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère;76
97;Création d'un terrain de cécifoot (foot pour non-voyants à Borderouge);Il serait bien de créer un terrain de cécifoot dans cette belle ville rose qui n'en compte pas pour le moment. Cela permettrait aux personnes aveugles aimant le foot de pouvoir pratiquer leur sport favoris dans des conditions de sécurités optimales et en toute autonomie. L'initiative serait très intéressante parce que ça serait l'un des seuls terrains de cécifoot en France.Modalités de réalisation - Avis technique :Un terrain de cécifoot peut être assimilé a un city stade. Coût estimé de 120 000 à 150 000 euros. Il peut être équipé de parois gonflables pour éviter tout risque de blessure. Si le projet est retenu lors du vote, une concertation serait alors organisée avec le porteur de projet et les habitants du quartier pour sélectionner un site d'implantation.;Cadre de vie;150000.0;9 - Trois Cocus / Borderouge / Croix-Daurade / Paléficat / Grand Selve;16
107;Piste cyclabe chemin Lapujade partie manquante;Il serait plus sécurisant (notamment avec les travaux sur le faubourg Bonnefoy et la deviation des véhicules) de créer une piste cyclabe sur la partie manquante du chemin Lapujade. C'est à dire de la rue Paul Pujos jusqu'au rond point d'Afrique. Le chemin Lapujade (de l'Intermarché jusqu'au chemin de Lanusse) mérite d'etre refaire suite aux différents travaux qu'il y a eu.Modalités de réalisation - Avis technique :La création d'une piste cyclable n'est pas envisageable sur le chemin Lapujade puisqu'il faudrait mettre le chemin à sens unique ce qui n'est pas envisageable avant la fin des travaux du métro (2028). Il est donc proposé de réaliser un aménagement tactique à savoir une Chaussée à Voie Centrale Banalisée qui permettra de sécuriser les cyclistes empruntant le chemin dans l'attente de la réalisation d'un aménagement pérenne.;Éco-mobilité;40000.0;4 - Lapujade / Bonnefoy / Périole / Marengo / La Colonne;30
99;L'ornemental fruitier;Cette idée a été transmise via un formulaire papier par molac26. Au lieu de planter des arbres ornementaux, plantons des arbres fruitiers à récolter par les écoliers pour les cantines scolaires et des associations volontaires. Avantages : fruit bio pour les cantines / découverte des fruits par les enfants / Baisse du coût des cantines / Alimentation locale Inconvénients : planter des arbres fruitiersModalités de réalisation - Avis technique :Idée réalisable au sein du complexe sportif du stade Cazal avec une trentaine d'arbres fruitiers.Cet espace est en accès libre et pourra être utilisé par les gens du quartier sous réserve du respect des arbres.;Nature en ville;1500.0;9 - Trois Cocus / Borderouge / Croix-Daurade / Paléficat / Grand Selve;29
170;Sécuriser le passage du pont de la Cépière pour les cyclistes;Dans le prolongement de l’aménagement de voies bus+vélo route de Saint Simon des Arènes à la Cépière, créer une voie vélo sécurisée pour traverser le pont et rejoindre le rond point de la Cépière puis le lycée Polyvalent Rive Gauche.Modalités de réalisation - avis technique :Cette demande sera intégrée au projet d’aménagement de l’avenue de Bazerque, prévue du rond-point St Sauveur au rond-point de la Cépière, et sera étendu jusqu’au franchissement du périphérique.;Éco-mobilité;200000.0;18 - Lardenne / Pradettes / Basso-Cambo;64
106;Piste cyclable et sens unique rue de Périole ;Création d'une piste cyclable sur la rue de Périole pour sécuriser les déplacements vers les écoles Marengo et Bonnefoy notamment. La rue est particulièrement fréquentée et dangereuse à cause de la vitesse excessive des automobilistes. La rue ne permettant pas d'aménager une piste cyclable en l'état, pourquoi ne pas créer un sens unique sur la partie rond-point de Périole/rue des Cheminots jusqu'à l'avenue de Lavaur ? Cela permettrait également d'élargir les trottoirs qui sont trop étroits sur cette section.Modalités de réalisation - Avis technique :Les travaux sur le Faubourg Bonnefoy dans le cadre de la construction de la 3e ligne de métro ne permettent pas le passage à sens unique de la rue de Périole. En conséquence, il n’est pas envisageable de créer une piste cyclable sur cet axe avant 2028. Pour autant, cet axe est très emprunté par les cyclistes et il est opportun de le sécuriser. En conséquence, un projet d’urbanisme tactique est envisagé. Il est possible de créer une Chaussée à Voie Centrale Banalisée (CVCB) en attendant la mise en sens unique de la rue et l’aménagement pérenne.;Éco-mobilité;50000.0;4 - Lapujade / Bonnefoy / Périole / Marengo / La Colonne;67
101;Végétaliser les abords des écoles Marengo-Périole;Il serait intéressant d'étudier la possibilité de végétaliser les abords des écoles Marengo-Périole (élémentaire et maternelle). Notamment le chemin d'accès qui part de la rue Périole et dessert les 2 écoles, la cantine et même le collège. L'aménagement de murs végétalisés pourrait être étudié, de même que l'aménagement du talus entre l'école et la cantine. Plusieurs options pourraient être envisagées, en concertation entre les écoles, les parents d'élève et les habitants du quartier. Certains projets pourraient impliquer la participation des enfants.Modalités de réalisation - Avis technique :Il est possible de planter 6 à 10 arbres selon présence des réseaux (3 arbres dans le massif de la rue du Maréchal Gallieni + 3 arbres dans le massif à proximité de la cantine dans le groupe scolaire + 2 ou 3 arbres sur le talus de la rue de Périole.)La création de murs végétalisés est possible techniquement mais très onéreuse.;Nature en ville;160000.0;4 - Lapujade / Bonnefoy / Périole / Marengo / La Colonne;20
159;Aménagement d'une halle place Bertier;Installer une halle sur la place Bertier, quartier de Saint-Martin-du-Touch, au niveau de la sculpture « Demain ». Structure bois ouverte avec couverture en tuiles. Cette halle, que l’on retrouve fréquemment dans les centres ville, aura comme objectif de permettre un lieu de rencontre et d’échanges, mais aussi de permettre à des producteurs locaux de venir vendre leur production ou d’organiser un marché de seconde main ou à des animations de pouvoir s’y tenir. Cela répond au point 3 de l’axe 4 du PCAET.Modalités de réalisation - Avis technique :Une étude avec sondage de sol devra être réalisée pour confirmer l’aménagement de cette opération et son coût définitif. La place Bertier fait, par ailleurs, l’objet d’une démarche d’amélioration de la qualité du cadre de vie baptisée « Coeur de quartier ». Cette démarche inclura au projet de Halle une phase de concertation avec les habitants et les usagers de l’espace public.;Consommation responsable;170000.0;20 - Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan;25
133;Fresque murale retraçant l'histoire de Montaudran ;Fresque Murale retraçant l'histoire de Montaudran (l'aéropostale, le spatiale, les usines Latécoère...) sous le nouveau pont de la gare de Montaudran.Modalités de réalisation - Avis technique : Création d’une fresque murale sur le mur d’une trémie à Montaudran. Une fresque évoquant l’histoire de Montaudran, située sous la trémie près de l’Envol des Pionniers, est déjà en passe d’être réalisée. Par conséquent, la Ville de Toulouse trouvera un site alternatif, toujours dans le quartier Montaudran. Le sujet ainsi que la localisation et l’envergure de l’œuvre sera défini plus précisément par une commission composée d’élus municipaux et du ou des artiste(s) sélectionné(s) par la collectivité pour la réalisation.;Cadre de vie;60000.0;12 - Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère;15
50;Des ralentisseurs boulevard Déodat de Séverac pour plus de sécurité et de quiétude;Même si le boulevard reste très bien aménagé avec une partie réservée piétons/cyclistes, il n'en est pas moins très fréquenté avec le lycée et les habitations autour, et un moyen de ralentir les voitures permettrait d'améliorer la quiétude et la sécurité des nombreux piétons/cyclistes qui l'empruntent chaque jour. Je propose de positionner des ralentisseurs, notamment en face du lycée Déodat de Séverac, afin d'éviter que les automobilistes roulent au delà de 50km/h.Modalités de réalisation - Avis technique :Mise en place de coussins ralentisseurs sur le boulevard Déodat de Séverac (face au lycée) afin de réduire la vitesse des véhicules.;Éco-mobilité;15000.0;15 - Croix de Pierre / Route d'Espagne;2
4;Uritrottoir en plus;Même si c'est déplorable de devoir installer des urinoirs en pleine ville pour retrouver une certaine hygiène collective, cela fonctionne bien à Saint Pierre et à la Daurade. Je vous propose donc d'étendre l'initiative rue de la Bastide. En effet, la rue est devenue un urinoir à ciel ouvert, à tout heures de la journée. C'est déplorable pour ceux qui y habitent mais aussi pour ceux qui y passent simplement. Il y a la place pour en mettre un.Modalités de réalisation - Avis technique :Suite à de nombreuses demandes émises par les riverains du secteur, un uritrottoir a été implanté au 3 rue de la Bastide. Il est en fonctionnement depuis le 24 mai 2022.Il est cependant possible d'en installer d'autres dans les rues avoisinantes (secteur place Saint-Pierre).NB: coût de fonctionnement (vidange et entretien): 6 000 €/an.Coût d'achat: 7 000 €;Cadre de vie;14000.0;1 - Capitole / Arnaud Bernard / Carmes;36
140;Faire des stationnements matérialisés avenue des coteaux ;Les véhicules stationnant avenue des coteaux ne respectent pas le stationnement alterné, et sont garés des 2 côtés de la rue. La circulation est alors très ralentie, et ne sachant pas quel côté est prioritaire selon la quinzaine du mois, il est difficile de fluidifier la circulation car on ne sait pas qui est prioritaire par rapport au véhicule d’en face. Il me semble que si cette rue bénéficiait de stationnement matérialisé, en alternance par exemple, nous aurions une circulation automobile plus respectueuse et fluide. C’est particulièrement frappant pour l’avenue des coteaux, mais cela vaut pour beaucoup de rue résidentielles du quartier (avenue des pivoines, edelweiss,…). Cela permettrait peut être aussi de désengorger le feu au croisement de la route de Narbonne notamment le matin, pour permettre aux véhicules tournant à droite de ne pas s’accumuler dans la queue de véhicule tournant vers le périphérique.Modalités de réalisation - Avis technique :Réfection de la couche de roulement sur l’Avenue des Côteaux.  Cela permettrait, en outre, de matérialiser le stationnement au sol sur l’Avenue des Côteaux pour inciter les usagers à respecter le stationnement alterné, lutter contre les stationnements abusifs et désengorger le passage à feux au croisement avec la Route de Narbonne.  Enfin, une bande cyclable pourrait être également matérialisée sur l’Avenue des Côteaux pour maintenir une continuité cyclable entre la Route de Narbonne et le Chemin de la Salade Ponsan.;Cadre de vie;115000.0;13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville;11
5;Végétalisation de la place du Capitole;"Pour donner encore plus de majesté à ce lieu emblématique de la ville rose, cette place pourrait être entourée de verdure : plantation d'arbres, bacs...Modalités de réalisation - Avis technique :L’aménagement de la place du Capitole est limité en raison d'un certain nombre de contraintes :- présence d’un parking souterrain sur une grande partie de la place ne permettant pas de plantations en pleine terre, - une situation en secteur sauvegardé et donc avis conforme préalable de l’Architecte des Bâtiments de France,- nombreuses manifestations et usages sur la place nécessitant de maintenir une surface libre de tout obstacle.Il est cependant possible de déployer des jardinières carrées de 1m50/1m50 ou de 2m/2 m en acier de type ""Corten"" permettant la plantation d’arbres. Ces jardinières pourraient être implantées le long de la façade du capitole pour souligner le rythme de cet édifice. Des compléments de part et d’autres de la place sont aussi envisageables.";Nature en ville;200000.0;1 - Capitole / Arnaud Bernard / Carmes;358
104;Piste cyclable chemin Caillibens ;"Le chemin de Caillibens est l'unique moyen de couper au travers du cimetière pour relier l'avenue de la gloire et jolimont. Il est emprunté quotidiennement par de nombreux parents déposant leurs enfants à l'école de la gloire et à la crèche Jolimont. Ce chemin à double sens est étroit, les voitures y circulent vite. Cela met les cyclistes en danger. Ma proposition est d'établir une circulation à sens unique et d'utiliser la voie ainsi libérée pour installer une piste cyclable à double sens. Les cyclistes seront alors en sécurité. Les automobilistes dans le sens interdit pourront être redirigés sur le boulevard des crêtes.Modalités de réalisation - Avis technique : 
Il n'est pas envisageable de créer une piste cyclable mais il est possible de réaliser un aménagement tactique de type Chaussée à Voie Centrale Banalisée qui permettra de sécuriser les cyclistes.";Éco-mobilité;50000.0;4 - Lapujade / Bonnefoy / Périole / Marengo / La Colonne;9
135;"Restructuration ""verte"" de la place Roger Arnaud ";"Profiter du financement de cet appel à idée pour amorcer la réflexion avec TM, et un bureau d’études si nécessaire, sur une restructuration complète de la place Roger Arnaud en partie sacrifiée aujourd'hui au stationnement. Notre Association, après des relevés détaillés du fonctionnement de ce lieu (comportements des habitants, trafics piétons, vélos, voitures et stationnement), a conclu à la possibilité d’une restructuration de ce lieu emblématique pour le cœur de quartier ""Pont des Demoiselles"". Celle-ci conduirait à : - Créer un grand square vert en lieu et place du parking actuel. - Simplifier l’organisation des flux cyclistes et automobiles en supprimant en particulier les entrecroisements des différents trafics dans l’entonnoir qui se situe entre la place et l’avenue Saint-Exupéry. - Faciliter et sécuriser les déplacements à vélos et trottinettes nombreux à emprunter ce passage obligé entre la partie nord du quartier, les établissements scolaires, la piste du canal du midi et au-delà le centre ville ou le campus universitaire. - Offrir aux piétons un site confortable et agréable à traverser vers et depuis la rue Pradal qui les conduira jusqu’à la station Jean Rieux de la ligne de métro TAE et dont les sections de trottoirs les plus étroites devraient être élargies d’ici 2028. - Maintenir une offre de stationnement le long des voies réorganisées pour satisfaire aux besoins des commerces et services du cœur de quartier, la gérer par une règlementation stimulant un bonne rotation d’usage. Si les financements associés à l’appel à idée le permettaient, pourquoi ne pas entamer une partie des travaux ou actions relatives à cette restructuration qui nous parait indispensable à moyen terme et ramènerait, sous les platanes, du «vert », des jeux d’enfants, pourquoi pas un marché de plein vent au cœur du quartier, etc.Modalités de réalisations - Avis technique :La place Roger Arnaud fait partie du périmètre d'une opération Cœur de quartier de Toulouse Métropole. Il est proposé de renforcer le volet dédié à la végétalisation de la place Arnaud, en complément du projet Cœur de quartier en cours d'études, visant à requalifier les espaces publics.";Nature en ville;200000.0;12 - Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère;112
190;Bornes publiques de recharge électrique;Installer un point de bornes de recharge électrique à Saint-Simon. Le quartier se développe, avec de plus en plus de résidences pas toutes équipées de bornes de recharge, en particulier les plus anciennes. Le développement de la voiture électrique et de la zone ZFE peut difficilement se faire sans des équipements collectifs au service de tous et qui peuvent être moteur dans la transition énergétique. Il existe aussi des lampadaires intégrant une borne de recharge, des expérimentations sont en cours en France, pourquoi pas à Toulouse et en particulier à Saint-Simon ?Modalités de réalisation - Avis technique :L’essor de nouveaux véhicules électriques et l’engouement des usagers pour la mobilité électrique imposent à Toulouse Métropole de poursuivre sa stratégie de déploiement des infrastructures de recharge dans une logique de cohérence et d'équité du territoire. A l’automne 2022, plus de 360 points de charge/places de stationnement dédiées à la recharge de véhicules (180 bornes de recharge) seront déployées, dont près d’un tiers de charge rapide ou ultra-rapide. L’ensemble des éléments sont disponibles sur toulouse-metropole.frUne station de recharge composée de 1 borne de recharge normale pourra être déployée par Toulouse Métropole au titre de son réseau de recharge Révéo dans le quartier Saint-Simon sur l’espace public, selon un emplacement à définir.;Éco-mobilité;10500.0;14 - Saint-Simon / Lafourguette / Oncopole-Campus Santé du Futur;7
36;Facilliter la traversée des allées Charles de Fitte;"La traversée des allées Charles de Fitte au niveau de la rue Marthe Varsi est compliquée pour les cyclistes dans le sens Jardin Raymond VI ---> place du Ravelin. En effet, le feu vert piétons et cyclistes est simultané au feu vert pour les voitures qui arrivent de la rue Varsi, les cyclistes se retrouvent à gauche de la rue alors qu'ils devront circuler à droite vers la place du Ravelin. Certaines voitures tournant à gauche vers le pont des Catalans laissent passer les cyclistes, d'autres ne le font pas. Le transfert du passage piétons et cyclistes de l'autre côté du croisement soit à peu près en face de la boutique Emmaus serait plus rationnel, les voitures qui arrivent de la rue Varsi seraient dans l'obligation de laisser passer les piétons et les cyclistes. D'autre part, les plaques de la rue Marthe Varsi pourraient être modifiées pour indiquer ""conseillère municipale"" au lieu de ""conseiller municipal"".Modalités de réalisation - Avis technique :Ce projet consiste à faciliter la traversée des piétons et des cyclistes depuis le jardin Raymond VI vers la place du Ravelin en décalant la traversée piétonne et en déplaçant les feux tricolores piétons. Afin de réaliser cet aménagement, la station vélo toulouse sera déplacée de quelques mètres.";Éco-mobilité;80000.0;6 - Saint-Cyprien;52
162;Vive l'énergie solaire sur les toits des bâtiments publics !;"Place aux énergies renouvelables ! Je propose l'installation de panneaux solaires sur toutes les surfaces disponibles des bâtiments publics (écoles, gymnases, mairies de quartier) pour alimenter ces bâtiments, l'éclairage public et voire plus. Rentabilité assurée à long terme. C'est ce qu'on appelle du développement durable !Modalités de réalisation - Avis technique :La solarisation des bâtiments publics est une des missions premières de Toulouse Métropole et du service AOEN de la Direction Énergie et Environnement, afin d’atteindre les objectifs du Schéma Directeur des Énergies. Le groupe scolaire Littré, qui est dans le quartier 6.1 possède déjà une installation photovoltaïque et le groupe scolaire Fleurance est en cours d’étude.Trois sites potentiellement favorables à la production d’énergie ont été identifiés sur le quartier : 
la mairie de Quartier et son parking, une production de 84 kWc pour un investissement d’environ 135 000 €HT
l’église St Martin du Touch, une production de 19 kWc pour un investissement d’environ 30 000 €HT
le gymnase St Martin du Touch, pour un investissement d’environ 175 000 €HT
Une étude de structure des toitures devra être réalisée, ainsi, qu’au cas par cas, un renforcement afin de supporter les panneaux solaires.";Énergie;180000.0;20 - Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan;90
